building_id,B1,B2,B3
847580,0.00015865106,0.025478555,0.9743628
229211,0.00073414017,0.049711965,0.9495539
173624,0.42409533,0.5230188,0.052885883
642562,0.00023338158,0.9995129,0.00025374265
86467,0.0052051637,0.8236909,0.17110392
684629,0.9082326,0.09013673,0.001630686
304627,0.5427832,0.45499963,0.0022171987
255913,0.0076559256,0.11041539,0.8819286
861624,0.010033239,0.67227167,0.31769508
367328,0.5709659,0.42353183,0.0055023055
13216,0.00035058593,0.11874278,0.88090664
838446,0.024178106,0.42369223,0.5521297
981040,0.004902621,0.47698885,0.5181085
335849,0.003331787,0.78885853,0.20780973
823769,0.06507511,0.6496034,0.28532147
666855,0.001522418,0.9946518,0.0038257474
398783,0.0007397702,0.8487848,0.15047546
829946,0.018356921,0.97641015,0.0052329246
326177,3.4954235e-05,0.010797023,0.98916805
359387,0.000678933,0.5854359,0.41388515
924578,0.35572407,0.6158633,0.028412588
712624,0.21647657,0.69725204,0.086271346
946541,0.00029244355,0.977103,0.022604614
373943,0.004309431,0.4981151,0.4975755
865274,0.9526741,0.046882387,0.00044351374
522404,0.027295245,0.78262496,0.1900798
841632,0.0023467038,0.009997818,0.98765546
649142,0.5051786,0.39024568,0.104575746
332157,0.9523866,0.047383536,0.00022984527
722082,0.9422935,0.057203446,0.0005030444
279597,0.0038557241,0.86758274,0.12856154
107512,0.00036003577,0.5618994,0.43774053
26477,0.00070485414,0.9279264,0.071368754
138895,0.016779663,0.83747995,0.14574035
553866,0.17199086,0.53506917,0.29293996
157718,0.00025538035,0.07532087,0.9244238
582842,0.0018851517,0.16117443,0.83694047
123399,0.0006322011,0.73858464,0.2607832
189875,0.0008967702,0.67915636,0.31994686
70843,0.56324655,0.43425158,0.0025018656
225218,0.030938905,0.8701398,0.09892133
703273,0.00021207113,0.9927941,0.006993844
245176,0.0011569785,0.5032425,0.49560055
760257,0.0018289132,0.47148475,0.5266864
641933,0.009035046,0.9863405,0.0046244673
76772,0.0081055835,0.671734,0.32016045
302226,0.004623268,0.92203087,0.07334593
535232,0.0007518449,0.43001646,0.5692317
311900,0.13231435,0.47025472,0.3974309
859468,0.0004670232,0.6286772,0.3708558
496582,0.000840777,0.28731745,0.71184176
970295,0.20368995,0.71840286,0.077907175
38184,0.3369134,0.6512248,0.011861827
533972,0.00030250553,0.9667967,0.03290072
787930,0.21965618,0.68552953,0.09481434
706637,0.0057830866,0.857805,0.13641188
684359,0.0002330795,0.9675866,0.03218039
744804,0.1213953,0.6142809,0.2643238
675284,0.04372623,0.8175179,0.13875592
900064,0.00012584635,0.9994727,0.00040144636
13833,0.00050602754,0.91733897,0.08215501
483231,0.00069751474,0.46179935,0.5375031
993785,0.003052597,0.79908323,0.19786413
91756,0.0008180708,0.8893181,0.109863766
116435,0.0007100443,0.1697033,0.8295866
27649,0.016371133,0.97298706,0.0106417695
806119,0.0058470936,0.65125775,0.34289515
527762,0.01737618,0.9803429,0.0022809627
119879,0.0008924503,0.9988933,0.00021431208
521901,0.016590014,0.9150228,0.06838715
960588,0.0037962054,0.71190095,0.28430283
150992,0.87512785,0.122609936,0.0022622119
136949,0.19447264,0.77703226,0.02849507
681857,0.00017112891,0.025999732,0.97382915
676342,0.00028103456,0.3985287,0.60119027
85413,0.00018775949,0.43729758,0.56251466
242230,0.00028554455,0.37965965,0.6200548
46916,0.00011715636,0.03476808,0.96511483
343837,0.00018393112,0.30605075,0.69376534
693348,0.006763443,0.4721982,0.5210384
826208,0.00035024053,0.92508715,0.074562594
639042,0.22228897,0.7681943,0.009516736
180348,0.00057453784,0.42844817,0.57097733
997642,0.21570659,0.7485176,0.03577585
1014983,0.0002896867,0.34461612,0.6550942
995476,0.0010298617,0.85124105,0.14772908
599482,0.008705564,0.70541704,0.28587738
405738,0.0147647755,0.94643915,0.03879612
209844,0.00043535786,0.65650094,0.3430637
51119,0.3678001,0.29315233,0.33904758
1009242,0.0018530664,0.7527552,0.24539171
260072,0.0056105256,0.91416144,0.08022802
504317,0.056235276,0.89505476,0.048709944
678345,0.00042023932,0.9231161,0.07646363
96671,0.14454667,0.724578,0.13087533
738466,0.04342055,0.750694,0.20588551
475174,0.0026663777,0.8565759,0.14075777
767788,0.2105403,0.75149214,0.037967544
73477,0.3971655,0.44355583,0.15927863
140388,0.00052364514,0.24241753,0.75705886
514634,0.000111064975,0.03967001,0.9602189
59716,0.002272208,0.29951075,0.69821703
1038485,0.0001837031,0.19293624,0.8068801
531485,0.30042678,0.68586534,0.013707845
666051,0.0010376845,0.1502916,0.84867066
799813,0.04980796,0.8179582,0.1322338
420703,0.0010494571,0.49641597,0.50253457
589536,0.32341176,0.58615446,0.090433784
661373,7.544856e-05,0.04194827,0.9579762
183074,1.6483742e-05,0.0001456821,0.99983776
875195,0.00015417917,0.788163,0.21168281
734876,0.00019575794,0.2780999,0.72170436
988161,0.06433963,0.59397465,0.34168577
596967,0.031032393,0.6145094,0.35445824
370776,8.639077e-05,0.041717626,0.958196
422000,0.45045453,0.5378326,0.011712844
829879,0.0018617831,0.83492386,0.1632143
622400,9.7810036e-05,0.9997936,0.000108634864
789622,0.092749976,0.23455982,0.67269015
780895,0.5815302,0.3997053,0.018764462
14602,0.00017494225,0.8999813,0.099843785
988846,0.00018220604,0.31522164,0.6845962
1052375,0.03533067,0.66654474,0.29812458
101200,0.00013230427,0.87481165,0.12505612
1005009,0.00047292473,0.37734807,0.622179
892887,0.0065561086,0.0386551,0.95478874
582579,0.07276951,0.7560872,0.17114331
643663,0.00028180238,0.7447072,0.25501093
420773,0.04541259,0.77601314,0.17857425
593771,0.007348419,0.9125475,0.08010407
678254,0.28439817,0.71368957,0.0019122267
842277,0.03964439,0.82226914,0.13808651
797666,0.017143536,0.7715554,0.21130106
247831,0.0020716519,0.8286881,0.16924024
987658,0.0062501184,0.9690155,0.024734436
738804,0.00026694863,0.4855283,0.51420474
803821,0.10412848,0.49365324,0.40221834
450829,0.023704667,0.89882123,0.077474035
490713,0.0009866804,0.034640342,0.964373
317799,0.0005249725,0.9409628,0.058512192
260213,0.0011977638,0.9656643,0.033137906
563507,0.00013904058,0.99954826,0.00031273693
890921,0.00063525763,0.28961328,0.7097515
358475,0.0063789613,0.7468587,0.24676235
877097,0.005201807,0.85255504,0.14224318
611331,0.0028681667,0.5058361,0.49129567
140112,0.0008523498,0.8016882,0.19745943
489116,0.39165643,0.55149144,0.056852113
751219,0.050235294,0.8465379,0.10322684
637592,0.9570635,0.042549685,0.00038676528
363399,0.51011604,0.11468644,0.37519753
349807,0.00096747634,0.81751156,0.18152095
1010213,0.12714514,0.73675776,0.13609715
274275,0.005485448,0.9182263,0.076288186
422044,0.00078687875,0.96172976,0.037483405
635742,0.9156866,0.081698395,0.002614962
162240,0.062083997,0.75320065,0.18471532
380659,0.00015298618,0.07338367,0.92646337
39235,0.0009903003,0.97133386,0.02767591
594817,0.0015253413,0.8600412,0.13843349
276267,0.14376946,0.76346034,0.09277023
622421,0.0011312678,0.99139774,0.0074709402
411651,6.9404477e-06,0.000164684,0.99982834
528011,0.00046754844,0.037818216,0.9617142
851293,0.03509487,0.82598025,0.1389249
669376,0.0015096453,0.66699576,0.33149463
1753,0.54563004,0.44212437,0.012245579
638718,0.015731327,0.5745609,0.40970784
751101,8.76917e-06,8.5037296e-05,0.9999062
559460,0.0006804332,0.821191,0.17812859
76515,0.00037333847,0.42808884,0.5715378
80460,0.7768886,0.21794787,0.0051635196
553776,0.6176028,0.20449698,0.17790022
312150,0.08865401,0.1507806,0.7605654
772309,2.2103382e-05,0.00029255135,0.9996854
437345,0.00057469483,0.6665767,0.3328486
487537,2.5217654e-05,0.00023545543,0.99973935
393387,0.00022603785,0.9478576,0.051916324
891125,0.9305344,0.028414251,0.041051317
1023631,0.000316036,0.58100766,0.41867632
107261,0.0040571503,0.738388,0.2575549
126191,0.0049159117,0.609116,0.38596806
137116,0.0003169221,0.4859413,0.5137418
929006,0.0075183706,0.980379,0.012102664
222150,0.0003556088,0.9072748,0.09236966
910002,0.010381201,0.76038295,0.22923583
86044,0.0008006014,0.20732278,0.7918766
176074,0.00055245426,0.9471018,0.052345853
153074,0.5514717,0.44393173,0.004596577
610702,0.71346796,0.28344658,0.0030854472
856941,0.06831486,0.85334027,0.07834489
617478,0.25852296,0.6171719,0.12430509
485928,0.0246481,0.8516804,0.12367148
922208,0.51690495,0.4759506,0.007144433
306370,0.02113657,0.9772701,0.0015933667
236678,0.11785475,0.87807125,0.0040739854
419900,0.01392984,0.5508942,0.43517593
699568,0.049210384,0.3376297,0.6131599
771219,0.012800619,0.72575617,0.26144317
991482,0.0076379236,0.7905983,0.20176381
211384,0.00057078677,0.74840534,0.25102395
607193,0.00022860289,0.36341023,0.6363612
911675,0.0007410837,0.89160013,0.10765884
526435,0.00032868952,0.5911412,0.4085301
303475,0.00019091205,0.99957675,0.00023233672
592882,0.00028689817,0.036900852,0.9628123
715235,0.00011021115,0.03856782,0.96132195
493169,0.0006213058,0.69659936,0.30277935
981940,0.000710319,0.9566659,0.042623777
991842,0.0007059033,0.57029414,0.42899996
942957,0.0028492175,0.6051416,0.3920092
547080,0.060541037,0.7662526,0.17320643
636191,0.00078311126,0.827753,0.17146392
823756,0.0021923736,0.29450497,0.7033027
151559,0.008835235,0.7967368,0.19442797
467575,0.33001012,0.6174079,0.05258199
17506,0.002892704,0.24779588,0.7493114
356258,0.0030587825,0.38103747,0.61590374
235542,0.07482914,0.8535917,0.07157923
950690,0.00012408503,0.608942,0.39093393
715814,0.053628705,0.6596453,0.28672594
755888,0.14872189,0.25064957,0.6006285
550420,0.24733011,0.62078935,0.13188057
447977,0.040138394,0.7744142,0.18544742
490413,6.141689e-05,0.014592404,0.9853462
497546,0.0005889111,0.38728356,0.61212754
975798,0.00071896013,0.9365248,0.062756285
27136,0.0001021423,0.57002664,0.4298712
705001,0.0016999143,0.13129954,0.8670005
827358,0.009164052,0.008110175,0.98272574
812768,3.0733795e-06,6.4616834e-05,0.9999323
198545,0.010779374,0.96714103,0.022079624
69810,0.00016368172,0.9993229,0.0005134535
687284,0.0010097427,0.7528024,0.24618791
169271,0.019818628,0.5188682,0.4613132
560991,0.00056190556,0.2295734,0.7698647
89659,0.046720024,0.93738765,0.015892275
196494,1.0623129e-05,0.00015952918,0.99982977
978469,3.2370885e-05,0.0059672305,0.99400043
541401,0.10683695,0.8795425,0.013620528
762181,0.0001658311,0.1175221,0.8823121
887981,0.00023368013,0.99950767,0.0002586665
974381,0.8097731,0.18167953,0.008547408
214827,0.0037225394,0.9540545,0.04222299
14115,0.1340196,0.7405855,0.1253949
150603,0.002905713,0.2291944,0.7678999
236827,0.033722542,0.71639,0.24988748
826290,0.00033634057,0.39647743,0.60318625
1016586,0.00031816598,0.61123216,0.38844967
417251,0.00019558163,0.7634148,0.23638962
199989,0.0002342425,0.98973817,0.010027575
41040,0.0007282735,0.83209527,0.16717643
329865,0.00029570697,0.8460057,0.15369864
446380,0.0023598862,0.22302257,0.7746175
573543,0.057122596,0.8232931,0.119584344
79534,0.06347305,0.8669715,0.069555506
543998,1.5926536e-05,0.00027820366,0.99970585
675804,0.7407828,0.255545,0.0036722047
631605,0.48122182,0.4724283,0.046349917
715430,0.010637825,0.80699766,0.18236452
727165,0.0044888523,0.31065953,0.6848516
453777,0.00022575122,0.06355748,0.9362168
887410,0.1567849,0.70227987,0.14093526
808062,0.00089193514,0.42731357,0.57179445
1953,0.009790796,0.29856798,0.6916412
540933,0.34231296,0.545757,0.11193001
623996,0.0007559423,0.84089375,0.15835032
352967,0.016497241,0.95800096,0.025501767
709290,0.31162116,0.66377187,0.024606941
68067,0.00077103643,0.78025585,0.21897314
968956,0.00026599414,0.72081053,0.27892348
1012455,0.095849894,0.7665754,0.13757467
774608,0.044366837,0.8641713,0.09146181
240334,0.00932797,0.7403704,0.2503017
696228,0.008514293,0.95700747,0.03447817
559784,0.00021578111,0.97753304,0.022251152
769031,0.0016919519,0.025420858,0.9728872
474176,0.03966215,0.60710615,0.3532317
507163,0.00083090196,0.6716451,0.32752404
603898,0.39855874,0.44756487,0.15387641
759753,0.0035840552,0.046268743,0.95014715
645053,0.7190485,0.25177523,0.029176297
847961,0.017385377,0.7411485,0.24146615
163437,0.89652693,0.101780534,0.0016924918
205013,0.04194109,0.79862046,0.15943839
937195,0.017372549,0.9460202,0.03660721
817641,0.00022819356,0.52017915,0.47959265
343929,1.10128285e-05,0.00012936183,0.9998596
734640,0.0012075164,0.3128167,0.68597573
906212,0.0024269598,0.15662512,0.8409479
1001446,0.00012369503,0.34250072,0.65737563
42716,0.008728121,0.98293084,0.008340991
419453,1.7591257e-05,0.00020447154,0.999778
340413,0.0003180131,0.9186057,0.08107627
721995,0.0005392917,0.8609442,0.1385165
652323,0.00029532888,0.9977646,0.0019400242
458622,0.0031355373,0.5740397,0.42282477
1005075,0.0127625,0.8035817,0.18365575
331964,0.7249567,0.2719069,0.0031364202
931599,0.0034312855,0.9381123,0.05845643
180058,0.00093138975,0.3048318,0.6942368
1035486,0.3263658,0.5828251,0.09080914
922921,0.3761672,0.5946021,0.029230686
691109,0.015144939,0.8100644,0.17479071
244922,0.00020673995,0.36793077,0.63186246
124734,0.00032400028,0.93029845,0.06937761
545585,0.00086080027,0.9062405,0.0928987
51735,5.875721e-05,0.027940981,0.97200024
668804,0.0002262547,0.7254551,0.27431864
817800,0.00023403342,0.14281075,0.85695523
505387,0.2611547,0.73090833,0.007936905
927828,0.25444496,0.7072906,0.03826444
667734,0.09080909,0.6515907,0.25760022
71864,0.6410063,0.35678968,0.0022039772
275425,0.3789451,0.5998816,0.0211733
253666,0.004877184,0.34664148,0.6484813
38136,0.0004493209,0.23893334,0.7606174
1045388,0.16628453,0.73748183,0.096233636
834056,0.00069290464,0.8925445,0.1067626
830675,0.00051761395,0.43419948,0.56528294
172719,0.0041024936,0.49494898,0.5009485
281148,0.56126857,0.35203856,0.086692885
940273,0.00026883397,0.5726678,0.4270634
321838,0.0003865626,0.9442251,0.055388357
486381,0.00014791469,0.91524416,0.084607966
653205,0.00063677516,0.23628227,0.7630809
835269,0.0009285658,0.9219643,0.07710714
81648,0.32108304,0.5887425,0.090174474
172425,5.947597e-05,0.01654541,0.9833951
727971,0.00031899352,0.026437106,0.9732439
928472,0.00013661146,0.4289557,0.57090765
895215,1.1294514e-05,7.463021e-05,0.99991405
1023647,0.057332534,0.81345,0.12921745
997859,0.29172343,0.6702529,0.038023695
29304,0.5502632,0.32978764,0.119949155
57153,0.00020727653,0.17096597,0.8288268
528607,0.03267717,0.863766,0.10355684
749817,0.018811295,0.70715123,0.27403748
706544,0.041431464,0.8431011,0.11546742
760999,0.001288236,0.5370139,0.46169788
778465,0.0014155859,0.17217219,0.8264122
987945,0.00021584742,0.110092424,0.8896917
177903,0.9940327,0.0057174596,0.00024990668
639871,0.3811561,0.5242531,0.09459082
829665,0.00520234,0.87527716,0.11952051
823007,0.34972525,0.51943207,0.13084269
877761,6.0743874e-05,0.5378921,0.46204716
960378,0.00019314676,0.02420272,0.9756041
994124,0.0003147728,0.40695378,0.5927314
461282,0.008529048,0.9708312,0.020639716
569582,0.0053643337,0.90397316,0.09066252
474338,0.30132312,0.6864884,0.012188488
446462,0.0001539261,0.25288045,0.7469656
489129,0.00021956052,0.79327095,0.20650949
66319,0.00059174834,0.6776297,0.32177854
639951,0.0002834344,0.05915183,0.9405647
4119,0.030169738,0.91845936,0.051370878
359974,0.5982139,0.3985219,0.0032641473
543191,0.46413824,0.5184948,0.017366936
595402,1.0502387e-05,0.00047260025,0.99951684
1022182,0.7016365,0.20884041,0.08952306
216000,0.0006825622,0.4232509,0.57606655
938235,0.00016398879,0.07155419,0.92828184
292853,0.00036879664,0.892717,0.10691421
904254,0.00035408523,0.849581,0.15006493
694129,0.008909304,0.9231081,0.067982614
63746,0.00023447159,0.72684914,0.27291638
925788,0.00034978395,0.95235914,0.047291096
1040364,0.48223495,0.5088982,0.008866832
231970,0.07125185,0.79579544,0.13295269
667627,0.0001732279,0.19026344,0.80956334
24760,0.006168712,0.7374334,0.25639793
281116,0.00092049525,0.68158835,0.3174911
628374,0.0008105207,0.96748227,0.03170729
927502,0.00042991838,0.39734134,0.60222876
917261,0.67015344,0.30449554,0.025351025
925061,0.00045852616,0.55627877,0.44326273
754879,0.0011074169,0.6836481,0.31524444
648017,0.0033083363,0.96200573,0.0346859
1048403,0.2747393,0.6958724,0.02938822
345848,0.14281602,0.567506,0.28967795
206436,0.0003026951,0.11604696,0.8836503
163503,0.001380327,0.94009554,0.058524128
612314,0.017305877,0.47719944,0.5054947
319962,0.00021261271,0.40923586,0.5905515
652056,0.0050662514,0.81319094,0.18174276
1014522,0.0009165317,0.6387208,0.36036262
13140,0.00059511635,0.9258852,0.07351966
214595,0.0054329797,0.8945881,0.09997891
766431,0.00022442396,0.7080021,0.29177344
127828,0.025879795,0.33642387,0.6376963
762655,0.0023796444,0.10762016,0.8900002
79942,0.34474364,0.6499697,0.0052866153
531579,0.0011003425,0.77666694,0.22223267
762192,0.013971079,0.7603772,0.22565164
517526,0.0037174346,0.9759498,0.020332715
790207,0.003565513,0.40622166,0.5902128
403017,0.00012553553,0.20150948,0.798365
325920,0.003549369,0.9399647,0.05648586
707937,0.3821109,0.5410302,0.076858886
788206,0.0671236,0.8579577,0.07491872
139898,0.0014753717,0.37235013,0.62617457
296391,0.0019893567,0.8723045,0.12570609
142435,0.02482548,0.6635742,0.3116003
133505,0.00058263674,0.80836314,0.19105422
869304,0.034154635,0.7457583,0.22008704
842457,0.18786907,0.7144266,0.09770439
202608,4.728497e-05,0.03185467,0.968098
161175,0.12325232,0.8250164,0.051731344
405360,0.01451303,0.656361,0.32912597
86071,0.098544866,0.74271995,0.15873516
367521,0.019726636,0.96668065,0.013592773
432450,0.005248185,0.6272503,0.36750147
673069,0.025564743,0.9591256,0.015309749
580987,0.00056994485,0.64610606,0.35332403
165889,0.00021650223,0.968609,0.031174531
482079,0.582126,0.32547215,0.09240185
258213,0.0077680876,0.6722428,0.31998914
746545,0.47695714,0.517466,0.0055768266
807496,0.6068916,0.37186345,0.02124496
63435,0.00484198,0.98987013,0.0052878703
929945,0.00028191906,0.8743613,0.12535684
454423,0.035098463,0.9195717,0.045329817
125564,0.0003988483,0.19297741,0.80662376
1039578,0.0014282403,0.85752755,0.14104417
821925,0.00011089131,0.033451352,0.96643776
611670,0.0009693975,0.53080094,0.46822965
848791,0.10030787,0.86663973,0.033052444
315114,0.047659606,0.76205003,0.19029039
806337,0.00016738889,0.17060606,0.8292265
885249,0.09097449,0.8855215,0.023504045
44495,0.008663641,0.61051106,0.38082528
822683,0.00029442649,0.38695136,0.6127542
65363,0.00066074793,0.82952034,0.16981895
479789,0.0036117784,0.28428146,0.71210676
935930,0.46682248,0.5315643,0.0016131875
1038670,0.00022483672,0.864743,0.13503216
591363,0.00034684653,0.19709796,0.8025552
897543,0.946908,0.050280184,0.002811747
1021192,0.0018189906,0.40790272,0.5902783
432497,0.00028606376,0.44376874,0.5559452
626116,0.001553176,0.81547874,0.1829681
802777,0.00044105249,0.99763894,0.0019200443
458484,0.15244311,0.6346323,0.21292464
1016345,0.0004919582,0.84886396,0.15064406
414200,0.000206986,0.63699514,0.36279786
332952,0.000695866,0.8775586,0.121745564
720464,0.10153989,0.8896544,0.008805759
674703,0.00051332224,0.6700481,0.32943857
1010825,0.016266933,0.77211463,0.21161838
321516,0.16207579,0.7786692,0.059254978
417928,0.00030862755,0.52201396,0.4776774
333110,0.0414868,0.15355672,0.80495644
182263,0.0010957815,0.24979986,0.7491043
393724,0.0153802205,0.9464859,0.038133934
39202,0.0013635859,0.75540155,0.24323484
908606,0.019035956,0.95841193,0.022552138
396017,0.00015425598,0.9996456,0.00020017587
304135,0.0022439277,0.65020895,0.34754717
164793,0.16268554,0.83400506,0.0033093595
482805,0.082045436,0.78323907,0.13471547
943235,0.00029807625,0.92199284,0.07770904
748629,0.13007936,0.7046619,0.16525877
533604,0.068838164,0.82378554,0.10737632
987726,0.001165449,0.8757223,0.12311224
183332,0.0001757619,0.97903055,0.02079367
919789,0.007671103,0.5192865,0.4730424
525426,0.00021081805,0.368377,0.6314122
492097,8.812041e-05,0.025281293,0.97463053
445632,0.035371944,0.6225169,0.34211117
135396,0.0026037504,0.8188094,0.17858686
89664,0.05522492,0.73933953,0.20543554
74349,0.005243029,0.75795627,0.23680076
431439,0.0059846207,0.37471756,0.6192978
86065,9.121338e-05,0.001231605,0.9986772
32461,0.046567924,0.3037495,0.6496826
682601,0.01802009,0.9243411,0.05763877
842096,0.00066848134,0.45059836,0.5487332
880209,0.00035803273,0.062074482,0.9375674
729985,0.00037202783,0.8339349,0.16569301
376156,0.00023806724,0.056721494,0.94304043
1037740,0.020850323,0.76108265,0.21806699
870218,0.0014636965,0.88644695,0.11208934
1030997,0.0023740258,0.9221863,0.07543968
483615,0.0010681014,0.44065675,0.55827516
710508,0.004507843,0.71991587,0.27557626
313014,0.11182276,0.5668781,0.32129917
454847,1.4666611e-05,0.00013686394,0.9998485
671272,0.0025158664,0.47863957,0.51884454
53161,0.06870204,0.91466373,0.016634261
506799,0.00019713478,0.071745925,0.9280569
268052,0.015360631,0.79752654,0.18711288
876028,0.00037270764,0.8236836,0.17594372
760509,0.00048316366,0.20321682,0.7963
861075,0.0029987025,0.9154235,0.08157772
365895,0.90086895,0.09739476,0.0017362823
1007691,0.024301525,0.6393486,0.3363499
274188,0.00028786008,0.808171,0.19154114
309808,0.009984127,0.40921536,0.58080053
209749,0.78603476,0.1254733,0.088491954
318976,0.0593511,0.84251744,0.09813152
918521,0.000649812,0.8816529,0.11769729
395641,0.123034365,0.818212,0.05875363
749278,0.31213418,0.6785616,0.00930424
267894,0.0004422858,0.87273324,0.12682451
640918,0.7515887,0.24035896,0.008052323
152525,0.0010076887,0.977989,0.021003315
343831,0.002323829,0.70969236,0.28798378
1001165,0.023770876,0.262103,0.7141261
924792,0.00032568502,0.5283893,0.47128502
367506,0.29885972,0.555641,0.14549926
334478,0.0012563673,0.9536934,0.045050263
339989,0.000761447,0.03783103,0.9614075
339923,0.00016755376,0.32833803,0.67149436
539661,0.002526523,0.17954357,0.81792986
933154,0.007780886,0.9707079,0.021511268
592975,0.0007625036,0.88960266,0.109634876
954433,0.00018696774,0.36613157,0.6336814
277788,0.06349851,0.90454495,0.031956494
307330,0.004775695,0.34029138,0.6549329
705397,0.00024177173,0.9863018,0.013456406
583334,0.00010620338,0.17028297,0.8296108
693735,0.27202672,0.6123976,0.115575664
518430,0.010258639,0.9517561,0.0379852
978725,0.08235803,0.8758464,0.04179561
653594,0.00040565105,0.92508197,0.07451243
329473,0.002139082,0.7339787,0.2638822
207762,0.3646698,0.5813541,0.05397609
712636,0.0045138956,0.9953578,0.00012827829
538475,0.00016660133,0.3869343,0.6128991
880616,0.10494787,0.8318335,0.06321864
118979,0.0036803682,0.7897727,0.20654693
737798,0.0017696598,0.9962453,0.0019849855
366420,0.38452977,0.49472883,0.120741464
982240,0.0055416627,0.31320363,0.6812547
486292,0.00557673,0.91250575,0.081917524
126336,0.0018060306,0.71192527,0.28626877
96487,0.000638696,0.67508566,0.32427564
59634,0.010735364,0.605881,0.38338366
664938,0.005707187,0.49795496,0.4963379
177258,0.0009787162,0.2875043,0.71151704
965004,0.32812592,0.6615511,0.01032293
126895,8.736187e-05,0.9998242,8.848714e-05
265161,0.00035755354,0.19581874,0.8038237
842959,0.12170308,0.7773969,0.10090001
173423,7.566369e-05,0.29698786,0.7029365
620874,0.0041040676,0.75050724,0.24538864
323367,0.00875908,0.81668186,0.17455912
532370,9.91638e-05,0.009584887,0.990316
612947,0.80468464,0.19267654,0.00263883
175841,0.00032169695,0.033087835,0.9665905
275722,0.93472517,0.06463032,0.00064449606
368768,0.16267826,0.69686997,0.14045176
120903,0.06917016,0.86398995,0.06683986
572270,0.0002727632,0.7936859,0.20604134
308404,0.0033559091,0.7516611,0.24498297
205929,0.00033783563,0.82551575,0.1741464
840774,0.0002953265,0.07660766,0.923097
486200,0.0027352392,0.9615233,0.035741434
412846,0.0010424417,0.8418555,0.15710203
632415,0.023571841,0.73621035,0.24021786
1040817,0.001410143,0.5487101,0.44987974
628648,0.0006969135,0.9289718,0.07033126
708385,0.10440878,0.83885914,0.056732148
909863,0.000620022,0.746075,0.25330502
233843,0.94130415,0.05564239,0.0030534645
111109,0.0014472771,0.93421906,0.06433362
4292,0.000249618,0.19077389,0.8089765
800414,0.025109716,0.82343286,0.15145743
528939,0.25834727,0.72281444,0.018838257
833874,0.0040807207,0.8952122,0.1007071
755543,0.00076365995,0.85450166,0.1447347
874881,0.663948,0.3323038,0.0037481843
158145,0.00017390304,0.41892374,0.5809024
589873,0.48699033,0.50717396,0.0058356524
818158,0.053733196,0.78851277,0.15775405
858851,0.00049456314,0.124598466,0.87490696
424589,0.37579942,0.56634605,0.057854526
762852,0.004383275,0.87460697,0.12100979
870345,0.00012419862,0.2130564,0.7868194
634026,0.00013304666,0.024523372,0.9753435
1018649,0.0013735783,0.10346302,0.8951635
