building_id,A1,A2,A3
992040,0.00045354068,0.48964125,0.5099052
849585,0.021347566,0.89208573,0.08656668
491236,0.00015308597,0.0722159,0.927631
847580,0.00648695,0.03581232,0.9577007
229211,0.00042367983,0.016881848,0.98269445
173624,0.46535707,0.48097253,0.05367042
642562,0.009014786,0.9600374,0.03094779
86467,0.019709315,0.8759345,0.1043562
684629,0.74953324,0.24792455,0.002542218
304627,0.41873103,0.5796268,0.0016421691
255913,0.0021220453,0.18336803,0.81451
861624,0.00014965817,0.6561575,0.34369287
367328,0.9275622,0.07122539,0.001212425
13216,0.0014463064,0.05963264,0.93892103
838446,0.008657153,0.25356552,0.73777735
981040,0.0022933895,0.81438875,0.18331787
335849,0.014582844,0.79018265,0.19523449
823769,0.029172514,0.75558555,0.21524195
666855,0.012828198,0.93099916,0.05617257
398783,0.00024327589,0.8194155,0.18034123
829946,0.04409421,0.93743163,0.018474197
326177,0.0002450599,0.04798315,0.9517718
359387,0.0024181597,0.44474614,0.5528357
924578,0.34320024,0.6565415,0.0002582617
712624,0.26730207,0.63341475,0.09928319
946541,8.433554e-05,0.98373574,0.016179942
373943,0.041679833,0.60674965,0.35157052
865274,0.97535306,0.02457008,7.6788856e-05
522404,0.0058573326,0.5121015,0.48204115
841632,0.002056521,0.013165965,0.98477757
649142,0.81786907,0.16892573,0.013205232
332157,0.9630352,0.036822353,0.00014242255
722082,0.9916971,0.008272216,3.0651834e-05
279597,0.01956869,0.91240966,0.06802161
107512,0.0033328624,0.56904674,0.4276204
26477,0.014904946,0.9116278,0.07346722
138895,0.030280784,0.8310855,0.13863376
553866,0.12061761,0.65296215,0.22642022
157718,0.002097935,0.14101267,0.8568894
582842,0.002858753,0.18174833,0.8153929
123399,0.0023170637,0.7372875,0.26039547
189875,0.059676833,0.63479847,0.30552468
70843,0.8736174,0.12632218,6.0399027e-05
225218,0.03398179,0.9019486,0.064069584
703273,0.00023313402,0.9577031,0.042063713
245176,0.00032302144,0.6205671,0.3791099
760257,0.0036656698,0.30723667,0.6890977
641933,0.015077813,0.876331,0.108591266
76772,0.0034121831,0.8817156,0.11487219
302226,0.013122392,0.9221783,0.06469928
535232,0.003694015,0.18393098,0.812375
311900,0.010826027,0.38638884,0.6027851
859468,0.003248513,0.6169223,0.37982914
496582,0.0043743136,0.32839498,0.66723067
970295,0.07109258,0.8386713,0.09023603
38184,0.17468354,0.7702596,0.05505687
533972,0.0019144955,0.88239056,0.11569498
787930,0.077276275,0.9096548,0.013068912
706637,0.018271817,0.8064694,0.17525883
684359,0.0055680554,0.9449261,0.049505837
744804,0.011271911,0.70766366,0.28106448
675284,0.011034507,0.7945569,0.19440857
900064,0.017774245,0.90938455,0.072841145
13833,0.017653162,0.92826587,0.054080967
483231,0.0034306464,0.49005595,0.50651336
993785,0.008798383,0.77676314,0.21443848
91756,0.020548407,0.8728394,0.10661225
116435,0.00080785673,0.16943668,0.8297555
27649,0.0027241164,0.94692254,0.05035333
806119,0.0058593364,0.861913,0.13222766
527762,0.0015386224,0.9902648,0.008196628
119879,0.11345658,0.7611097,0.12543374
521901,0.003805379,0.87538457,0.120810054
960588,0.01970102,0.90392506,0.07637393
150992,0.8300472,0.16952969,0.0004231244
136949,0.07597915,0.8861399,0.03788095
681857,3.966278e-05,0.021138819,0.9788215
676342,0.0029904968,0.39389193,0.6031175
85413,0.00025768607,0.80337447,0.19636787
242230,0.001035432,0.34123155,0.657733
46916,0.00015558994,0.02197562,0.97786874
343837,0.0035993694,0.43661416,0.5597865
693348,0.0001848339,0.6078829,0.39193225
826208,0.0025294393,0.8512737,0.1461968
639042,0.17678759,0.8100218,0.013190582
180348,0.0013299959,0.4113018,0.5873682
997642,0.12316608,0.8706495,0.006184448
1014983,0.016521204,0.29461682,0.68886197
995476,0.00048509086,0.89368516,0.10582978
599482,0.00027172043,0.75928587,0.24044237
405738,0.04256352,0.9179554,0.03948107
209844,0.002448367,0.6007603,0.39679134
51119,0.07600626,0.61368906,0.31030464
1009242,0.009925619,0.6624214,0.327653
260072,0.17770159,0.7844461,0.03785227
504317,0.034445994,0.90256405,0.06298993
678345,0.007027852,0.90532184,0.087650284
96671,0.24883322,0.51133114,0.2398356
738466,0.062387254,0.8462393,0.091373384
475174,0.04055259,0.85329074,0.10615668
767788,0.16559741,0.7813277,0.05307485
73477,0.24929783,0.35114756,0.39955464
140388,0.0001972246,0.123162,0.8766408
514634,0.000517765,0.1458914,0.8535908
59716,0.0014649022,0.30094644,0.6975886
1038485,0.0025865617,0.24849892,0.74891454
531485,0.06446507,0.87296546,0.06256946
666051,0.00037739787,0.05984831,0.93977433
799813,0.08922794,0.7764486,0.1343234
420703,0.007424739,0.5572741,0.43530115
589536,0.14599055,0.6387057,0.21530382
661373,0.0004143393,0.09832458,0.90126103
183074,0.00033418398,0.0074127777,0.992253
875195,0.0018828649,0.7223557,0.2757614
734876,0.00015019228,0.1180156,0.88183427
988161,0.016536143,0.6335489,0.34991494
596967,0.0076684644,0.16482383,0.82750773
370776,0.00013277013,0.07587786,0.9239893
422000,0.29762873,0.69324076,0.009130484
829879,0.010467836,0.7000328,0.28949943
622400,0.006852516,0.93391556,0.05923197
789622,0.049769588,0.3892049,0.5610255
780895,0.33274287,0.66338265,0.0038745315
14602,0.002601701,0.9066621,0.09073625
988846,0.0046941354,0.31713718,0.67816865
1052375,0.0039211405,0.5635522,0.43252665
101200,0.000347821,0.7727602,0.22689195
1005009,0.0006372029,0.13595113,0.86341166
892887,0.007259755,0.17020573,0.8225345
582579,0.054809857,0.56035256,0.38483763
643663,0.0029183547,0.7387706,0.25831106
420773,0.04875958,0.79844844,0.15279199
593771,0.0082286205,0.9630275,0.028743848
678254,0.25897947,0.74028647,0.000734023
842277,0.028654877,0.84671384,0.12463129
797666,0.017301684,0.60946906,0.37322932
247831,0.025172014,0.7102331,0.26459488
987658,0.11547464,0.8813853,0.0031400113
738804,0.00090838637,0.35006428,0.64902735
803821,0.17698313,0.44781426,0.37520257
450829,0.035229202,0.8680114,0.09675936
490713,0.0009248396,0.039223365,0.95985174
317799,0.003961367,0.8654658,0.13057278
260213,0.0092111835,0.9408535,0.049935326
563507,0.094554976,0.8828863,0.02255872
890921,0.0033958482,0.33063143,0.66597277
358475,0.0047056046,0.6830438,0.3122506
877097,0.007369731,0.7380802,0.25455
611331,0.009857343,0.2296892,0.76045346
140112,0.085068,0.4831362,0.43179575
489116,0.27315772,0.68626595,0.040576335
751219,0.0039404165,0.8603785,0.13568108
637592,0.91433525,0.085423,0.00024172968
363399,0.06617003,0.56082076,0.3730092
349807,0.0007202415,0.8157321,0.18354762
1010213,0.14173746,0.71782583,0.14043668
274275,0.0005405523,0.98776126,0.011698222
422044,0.032842673,0.9059276,0.061229683
635742,0.8792447,0.11993944,0.0008158416
162240,0.016995009,0.83410996,0.14889506
380659,0.0005268334,0.014418053,0.9850551
39235,0.0022386487,0.9872617,0.0104996385
594817,0.0004257957,0.9160698,0.083504416
276267,0.030225912,0.8838004,0.0859737
622421,0.0024354137,0.9430817,0.05448288
411651,4.579973e-05,0.014832683,0.9851215
528011,0.0002445926,0.04695421,0.9528012
851293,0.059478793,0.9171835,0.023337679
669376,0.044446327,0.7859647,0.16958897
1753,0.3755892,0.61602366,0.008387159
638718,0.012595628,0.6006692,0.3867352
751101,0.00017061904,0.011568776,0.9882606
559460,0.0038187692,0.846141,0.15004028
76515,0.002840966,0.42294624,0.57421285
80460,0.8015136,0.19763781,0.0008485769
553776,0.742868,0.12560478,0.13152722
312150,0.23366536,0.31183863,0.454496
772309,0.0031217306,0.07731342,0.91956484
437345,0.011439804,0.7750542,0.21350598
487537,0.0007140697,0.060106073,0.93917984
393387,0.008339331,0.9121672,0.07949348
891125,0.9045078,0.038353577,0.057138663
1023631,0.00075290684,0.47386336,0.5253837
107261,0.045171417,0.8024117,0.15241696
126191,0.0021498618,0.7086575,0.28919265
137116,0.003349411,0.5243107,0.4723399
929006,0.0045203,0.8083117,0.18716796
222150,4.3814507e-05,0.91639817,0.08355807
910002,0.00039292316,0.92490315,0.07470396
86044,0.004655588,0.20979357,0.78555083
176074,0.0013068351,0.8780996,0.12059348
153074,0.46486324,0.53503704,9.9741905e-05
610702,0.8942649,0.10562273,0.000112332185
856941,0.007202129,0.9729294,0.019868486
617478,0.14215182,0.74714065,0.11070757
485928,0.0028063797,0.5847096,0.412484
922208,0.46047822,0.5385221,0.0009996508
306370,0.003548791,0.98467225,0.01177891
236678,0.005141154,0.9261211,0.068737715
419900,0.0037819254,0.65738636,0.33883175
699568,0.027270015,0.24934354,0.72338647
771219,0.060997196,0.8110855,0.12791733
991482,0.023702726,0.52312464,0.45317262
211384,0.0044933693,0.8489276,0.14657897
607193,0.004022657,0.2556006,0.7403768
911675,0.012514408,0.9379726,0.04951298
526435,0.02750388,0.4772785,0.49521768
303475,0.015903126,0.95898664,0.025110297
592882,0.00062530546,0.05540583,0.9439689
715235,0.00012819296,0.043541305,0.95633054
493169,0.00031562606,0.73112655,0.26855785
981940,0.004057058,0.9368783,0.059064597
991842,0.002620662,0.5381734,0.45920596
942957,0.023848003,0.75258535,0.22356664
547080,0.011487546,0.9145779,0.073934585
636191,0.0010145063,0.55964553,0.43933994
823756,0.0004372148,0.31210402,0.68745875
151559,0.002092722,0.8977977,0.100109585
467575,0.5244249,0.46508402,0.010491111
17506,0.017797623,0.48319912,0.49900332
356258,0.017438982,0.73811764,0.24444342
235542,0.020951785,0.8751004,0.10394785
950690,5.547146e-05,0.8275936,0.17235096
715814,0.005419479,0.5515783,0.44300225
755888,0.05124507,0.35827717,0.59047776
550420,0.18204056,0.69632596,0.12163354
447977,0.12426272,0.84850544,0.02723182
490413,0.00014075887,0.024484457,0.97537476
497546,0.0012565786,0.7824454,0.21629803
975798,0.0024592865,0.9000296,0.0975111
27136,0.00035928277,0.59886754,0.4007732
705001,0.0016389132,0.10362847,0.89473265
827358,0.015628638,0.012976344,0.971395
812768,3.534272e-05,0.04743495,0.95252967
198545,0.016959054,0.9379364,0.04510447
69810,0.0059405514,0.9747722,0.019287283
687284,0.0010821049,0.63011384,0.36880404
169271,0.1347973,0.57795167,0.28725103
560991,0.00031970465,0.2060741,0.7936062
89659,0.042093456,0.92302215,0.03488443
196494,0.003752328,0.05346784,0.94277984
978469,4.794543e-05,0.038080886,0.96187115
541401,0.07259754,0.8583307,0.069071725
762181,0.00088464015,0.17251132,0.826604
887981,0.14514671,0.8072557,0.047597617
974381,0.8581442,0.13525492,0.0066008503
214827,0.0032504895,0.93998736,0.05676217
14115,0.049774166,0.9358488,0.014377042
150603,0.0056203417,0.28605595,0.70832366
236827,0.02335086,0.65446234,0.32218674
826290,0.00035164462,0.30761048,0.6920379
1016586,0.0018529875,0.5322335,0.46591356
417251,9.6671545e-05,0.9188379,0.08106537
199989,0.00057010836,0.9202522,0.079177685
41040,0.0025154408,0.8357205,0.16176407
329865,0.0052213357,0.8748268,0.11995191
446380,0.00649264,0.0809842,0.91252315
573543,0.017279774,0.8285716,0.15414864
79534,0.008270778,0.96896625,0.022763025
543998,0.0033381602,0.052382343,0.9442795
675804,0.3279497,0.661888,0.010162342
631605,0.5129276,0.46982118,0.01725123
715430,0.02386912,0.8078793,0.16825153
727165,0.0006796969,0.3848696,0.61445075
453777,0.004101328,0.15975615,0.8361425
887410,0.054677363,0.8077169,0.13760568
808062,0.0045472016,0.38490376,0.610549
1953,0.015529948,0.5847372,0.3997329
540933,0.12514423,0.8399098,0.03494602
623996,0.004984357,0.88208777,0.112927906
352967,0.0028160058,0.8193666,0.17781737
709290,0.66320294,0.32871154,0.008085497
68067,0.0013812393,0.8432061,0.15541269
968956,0.0012770728,0.71412134,0.28460154
1012455,0.02446138,0.85528386,0.12025472
774608,0.35482603,0.61444986,0.03072413
240334,0.02298152,0.7612432,0.2157752
696228,0.009981761,0.9256348,0.06438348
559784,0.0026657383,0.92872405,0.0686102
769031,0.0021544092,0.14554231,0.85230327
474176,0.025249423,0.5538734,0.4208772
507163,2.304144e-05,0.7483205,0.25165644
603898,0.5912147,0.33433336,0.074451916
759753,0.0007917888,0.08703044,0.91217774
645053,0.75767815,0.21378745,0.028534407
847961,0.010735197,0.6403339,0.3489309
163437,0.98041266,0.016572138,0.0030151824
205013,0.013885657,0.76136994,0.22474438
937195,0.0015699805,0.9905612,0.007868854
817641,0.0011055698,0.51635534,0.48253912
343929,0.00020469057,0.029399762,0.97039557
734640,0.0033201177,0.266459,0.73022085
906212,0.0005047593,0.20282732,0.79666793
1001446,0.0005367673,0.48551822,0.513945
42716,0.008469815,0.9763534,0.015176792
419453,0.00048514747,0.06354147,0.93597335
340413,0.0005488479,0.8342229,0.16522825
721995,0.00086085894,0.81500065,0.18413848
652323,0.0034678476,0.9626904,0.03384171
458622,0.012067973,0.57471216,0.4132199
1005075,0.00075875915,0.8913105,0.10793078
331964,0.7582777,0.24088241,0.00083990576
931599,0.00020933949,0.93211365,0.06767705
180058,0.0038852575,0.26747048,0.72864425
1035486,0.33136502,0.5091837,0.15945129
922921,0.25766203,0.6353447,0.10699328
691109,0.009876704,0.8114572,0.17866609
244922,0.0016506537,0.39963207,0.5987173
124734,0.0024482098,0.923094,0.07445782
545585,0.016846508,0.81579185,0.16736163
51735,2.15285e-05,0.021646287,0.9783322
668804,0.0020294334,0.49045715,0.50751346
817800,0.002442689,0.72666305,0.27089423
505387,0.22641408,0.7726171,0.00096879003
927828,0.5234034,0.44832364,0.028272908
667734,0.068854444,0.65882546,0.27232006
71864,0.49579796,0.5037812,0.00042086793
275425,0.49956813,0.49889103,0.0015408772
253666,0.0070748995,0.44044563,0.55247945
38136,0.0011541334,0.33629858,0.6625473
1045388,0.4623197,0.42718834,0.11049195
834056,0.0023138993,0.9375208,0.06016535
830675,3.7877915e-05,0.30643398,0.6935282
172719,0.003734004,0.5738855,0.42238045
281148,0.38640693,0.55346113,0.06013192
940273,0.0002562726,0.5142658,0.48547795
321838,0.0074330736,0.75574905,0.23681793
486381,7.091613e-05,0.7758886,0.22404048
653205,0.0043280236,0.103691764,0.8919802
835269,0.003986624,0.7911687,0.20484474
81648,0.26178095,0.6490758,0.08914322
172425,0.00054085715,0.04951159,0.9499476
727971,0.0033443838,0.098081395,0.8985742
928472,0.0046269116,0.45804682,0.5373263
895215,0.00024326975,0.0036249734,0.9961318
1023647,0.044779513,0.69882625,0.25639427
997859,0.25065422,0.7454364,0.003909455
29304,0.3831358,0.59441614,0.022448063
57153,0.002880425,0.36837247,0.6287471
528607,0.008897454,0.8752226,0.11587987
749817,0.002612309,0.84744793,0.14993979
706544,0.023127561,0.88699967,0.08987276
760999,0.023956088,0.58459365,0.39145026
778465,0.0012373392,0.20233834,0.79642427
987945,0.00040484898,0.024559602,0.97503555
177903,0.98613423,0.005812014,0.008053745
639871,0.8167043,0.13832818,0.044967532
829665,0.00030182235,0.9156033,0.08409491
823007,0.5067266,0.38616976,0.107103646
877761,5.1727853e-05,0.45337692,0.5465714
960378,0.0019765592,0.051500842,0.94652265
994124,0.0017945806,0.64258957,0.3556158
461282,0.016541656,0.9177219,0.06573637
569582,0.022753555,0.9018522,0.07539419
474338,0.43877307,0.5252717,0.035955224
446462,0.0007283548,0.23165311,0.76761854
489129,0.0063010002,0.77309966,0.2205994
66319,0.00032497337,0.8784785,0.12119648
639951,0.007909815,0.31010252,0.6819877
4119,0.019524712,0.91615313,0.064322084
359974,0.702029,0.2937708,0.004200218
543191,0.6065515,0.26198,0.13146845
595402,0.00013018004,0.07536212,0.9245077
1022182,0.38519165,0.58224434,0.032563973
216000,0.002147484,0.526589,0.47126353
938235,2.6266633e-05,0.11549218,0.88448155
292853,0.003359955,0.9359361,0.060703944
904254,0.0028327329,0.7700791,0.22708815
694129,0.0009780243,0.90435785,0.0946641
63746,0.00027557544,0.7496785,0.2500459
925788,0.0005603253,0.76609385,0.23334585
1040364,0.25389445,0.7130695,0.03303608
231970,0.025035832,0.8737081,0.10125602
667627,0.0057650446,0.3533246,0.6409104
24760,0.0014890165,0.7056696,0.29284146
281116,8.0851496e-05,0.6810633,0.3188559
628374,0.007754932,0.9147711,0.077473946
927502,0.00027833084,0.45119923,0.5485224
917261,0.7011695,0.23492894,0.06390161
925061,0.00060291344,0.5932776,0.40611953
754879,0.028361456,0.683309,0.2883295
648017,0.004112838,0.6563677,0.33951947
1048403,0.6107915,0.37272024,0.016488248
345848,0.049674496,0.6953001,0.2550254
206436,0.0021358854,0.21422486,0.78363925
163503,0.021262776,0.64802,0.33071724
612314,0.021446273,0.51900184,0.45955187
319962,0.00095049565,0.38664922,0.6124003
652056,0.011407571,0.76544535,0.2231471
1014522,0.018829288,0.47480083,0.5063699
13140,0.0028408563,0.94605,0.051109225
214595,0.002719435,0.8953603,0.101920314
766431,0.0017617095,0.75843203,0.23980625
127828,0.002440995,0.22754459,0.7700144
762655,0.0013649225,0.078142226,0.9204929
79942,0.13242835,0.78275746,0.08481426
531579,0.0071866596,0.82153875,0.17127457
762192,0.021356076,0.64363194,0.33501202
517526,0.00070726103,0.7425086,0.25678414
790207,0.0017595026,0.63248384,0.36575666
403017,0.0011505352,0.21720898,0.78164047
325920,0.0025447938,0.932151,0.06530412
707937,0.21640362,0.56099385,0.2226025
788206,0.014310495,0.78506523,0.20062424
139898,0.0048370976,0.34743252,0.64773035
296391,0.0006815628,0.87188894,0.12742957
142435,0.008542536,0.5256005,0.465857
133505,0.00073929824,0.9062276,0.093033135
869304,0.020844763,0.77359223,0.20556298
842457,0.2161368,0.72510576,0.058757402
202608,0.00017547864,0.03303778,0.9667867
161175,0.13617474,0.8142661,0.049559236
405360,0.0062383427,0.7333242,0.26043746
86071,0.10566952,0.655304,0.23902649
367521,0.055971447,0.8379813,0.106047295
432450,0.0028380412,0.65024376,0.34691823
673069,0.007479083,0.8437328,0.14878814
580987,0.00037674856,0.40450275,0.5951205
165889,0.0052561695,0.7806604,0.2140834
482079,0.3483061,0.57308143,0.07861248
258213,0.0007021916,0.8226494,0.17664842
746545,0.65906537,0.3124666,0.028468098
807496,0.6135344,0.37792048,0.008545134
63435,0.0064337836,0.947169,0.04639721
929945,0.0018223161,0.8111973,0.18698038
454423,0.014415099,0.88394946,0.10163547
125564,0.0009292006,0.14461695,0.8544538
1039578,0.038225263,0.8308399,0.13093485
821925,0.00035828332,0.11837409,0.88126767
611670,0.02251115,0.8917958,0.08569296
848791,0.02082288,0.9731165,0.006060616
315114,0.009679903,0.8425648,0.14775527
806337,0.00028718283,0.28517166,0.71454114
885249,0.07690449,0.86968154,0.05341402
44495,0.0008786997,0.5970991,0.40202218
822683,0.0017788601,0.30864593,0.6895752
65363,0.002389067,0.9176153,0.07999565
479789,0.0014196708,0.23020172,0.76837856
935930,0.18931268,0.8098687,0.00081861333
1038670,0.0004708488,0.76826036,0.23126876
591363,0.02683325,0.43587315,0.5372936
897543,0.96395886,0.033405364,0.002635769
1021192,0.0005163814,0.49615085,0.50333273
432497,0.0027646308,0.34456056,0.6526748
626116,0.0033302573,0.8578766,0.13879313
802777,0.0018210016,0.5376212,0.46055785
458484,0.051187195,0.80790573,0.14090705
1016345,0.0046636374,0.74047476,0.25486165
414200,0.006210077,0.7228615,0.2709284
332952,0.006984765,0.7900335,0.20298173
720464,0.045734562,0.84087175,0.11339372
674703,0.00054494926,0.6404508,0.35900426
1010825,0.0066318433,0.87934476,0.11402336
321516,0.11201953,0.8484825,0.039497986
417928,0.0021132047,0.4064575,0.5914293
333110,0.031920046,0.08614107,0.8819388
182263,0.0003866196,0.2960939,0.70351946
393724,0.0068320693,0.9747516,0.018416375
39202,0.0005549831,0.7603802,0.23906484
908606,0.011307783,0.9443157,0.044376615
396017,0.000665826,0.72359806,0.2757361
304135,0.0005690551,0.4998999,0.4995311
164793,0.1211393,0.87785375,0.0010069533
482805,0.058397662,0.6899289,0.2516735
943235,0.0008850266,0.9172557,0.08185925
748629,0.09394353,0.81766903,0.088387415
533604,0.040084437,0.9077454,0.052170165
987726,0.067351826,0.8602247,0.07242342
183332,0.0006044219,0.95496005,0.0444355
919789,0.0024377292,0.7341541,0.26340815
525426,7.5690245e-05,0.2792255,0.72069883
492097,0.0008182516,0.09999247,0.8991893
445632,0.0012682547,0.733018,0.26571372
135396,0.0015587237,0.7269768,0.2714645
89664,0.027604427,0.7276434,0.24475218
74349,0.003318485,0.59592146,0.40076008
431439,0.006687397,0.5526239,0.44068867
86065,0.0009607197,0.13519254,0.8638467
32461,0.0049728057,0.65391177,0.34111544
682601,0.026241332,0.8962702,0.07748846
842096,0.00065610907,0.42717004,0.5721739
880209,0.00022936055,0.057803165,0.9419674
729985,0.008393123,0.85418046,0.13742644
376156,0.016669445,0.21875481,0.7645758
1037740,0.0025061402,0.8274669,0.17002697
870218,0.011502552,0.9305186,0.057978835
1030997,0.006527742,0.9135434,0.07992882
483615,0.004757788,0.7190005,0.27624166
710508,0.017481651,0.75400174,0.22851658
313014,0.12693176,0.42778257,0.44528568
454847,0.00087898347,0.0088470215,0.990274
671272,0.0021327126,0.5490889,0.4487784
53161,0.035365686,0.82833457,0.13629977
506799,0.0015236903,0.06718608,0.9312902
268052,0.021574568,0.86698896,0.111436464
876028,0.0047812015,0.71156996,0.28364885
760509,0.0012635146,0.12353329,0.8752032
861075,0.034542836,0.895953,0.06950417
365895,0.5215386,0.4783107,0.00015066931
1007691,0.007087037,0.49955347,0.49335948
274188,0.0018059425,0.93457574,0.06361826
309808,0.011439626,0.31942412,0.6691363
209749,0.6585494,0.16140905,0.18004149
318976,0.08755588,0.759741,0.15270309
918521,0.0037970424,0.94725615,0.048946757
395641,0.15047434,0.8417883,0.0077373753
749278,0.29488,0.66977113,0.03534886
267894,0.00013041208,0.7202686,0.279601
640918,0.5763091,0.42251492,0.0011760135
152525,0.0007165247,0.9671208,0.032162588
343831,0.016666863,0.85319245,0.13014068
1001165,0.0016933247,0.26837263,0.72993404
924792,0.00033474262,0.3967816,0.6028837
367506,0.32713664,0.39344746,0.27941594
334478,0.0009478917,0.9982425,0.0008095952
339989,0.0011173442,0.0476924,0.9511903
339923,0.00074617134,0.39674318,0.60251063
539661,0.0016003047,0.18545164,0.812948
933154,0.017024165,0.9765529,0.0064228955
592975,0.0013831335,0.8977912,0.10082573
954433,0.001976149,0.3056135,0.6924104
277788,0.083518036,0.8866588,0.029823124
307330,0.00075082056,0.32616562,0.67308354
705397,3.994705e-05,0.9978248,0.0021352943
583334,0.000999757,0.17125906,0.82774115
693735,0.09672494,0.74136275,0.16191228
518430,0.008867847,0.93034446,0.060787693
978725,0.06278245,0.8690569,0.06816062
653594,0.0140262805,0.9261735,0.05980028
329473,0.011985146,0.84221077,0.1458041
207762,0.0977753,0.8435463,0.058678374
712636,0.4308665,0.5141964,0.054937106
538475,0.00012747872,0.4538345,0.54603803
880616,0.068730354,0.89485633,0.036413293
118979,0.0017232435,0.91103697,0.08723973
737798,0.105549894,0.8799709,0.0144791715
366420,0.3222419,0.5516375,0.12612061
982240,0.001037302,0.3327269,0.6662358
486292,0.0018270283,0.88362086,0.11455213
126336,0.0046847304,0.6988348,0.29648045
96487,0.0060650795,0.60345614,0.39047876
59634,0.0016653567,0.80345905,0.19487561
664938,0.00026611908,0.51647925,0.4832546
177258,0.0013816116,0.22131719,0.7773012
965004,0.46300998,0.5337981,0.0031919526
126895,0.0045253276,0.921936,0.07353864
265161,0.00023232514,0.21893604,0.78083163
842959,0.038722504,0.7306184,0.23065907
173423,0.00014360114,0.3557369,0.64411944
620874,0.012068595,0.72311753,0.26481384
323367,0.0043188767,0.7397974,0.25588372
532370,2.0472235e-05,0.004149811,0.99582976
612947,0.68290234,0.3083222,0.008775449
175841,0.000562436,0.08866207,0.9107754
275722,0.88505894,0.11453809,0.00040296337
368768,0.1674211,0.7198403,0.11273859
120903,0.09494817,0.8889795,0.016072327
572270,0.00039734834,0.75109184,0.24851084
308404,0.00828787,0.82132596,0.17038615
205929,0.01601881,0.8324394,0.15154178
840774,0.0072865025,0.26942357,0.7232899
486200,0.011397467,0.9583755,0.03022701
412846,4.9376486e-05,0.86947185,0.13047875
632415,0.095553726,0.8223932,0.0820531
1040817,0.0018604548,0.68976814,0.30837145
628648,0.0072258883,0.931156,0.061618134
708385,0.070492014,0.87069744,0.05881054
909863,0.0014963688,0.7483903,0.2501133
233843,0.78004235,0.15195073,0.068006955
111109,0.0013510878,0.858177,0.14047195
4292,0.00023258726,0.26188737,0.73788005
800414,0.030530015,0.8524751,0.116994895
528939,0.07205546,0.88674796,0.04119657
833874,0.0074938834,0.94311774,0.04938838
755543,0.004018862,0.90911514,0.086866066
874881,0.85655695,0.14017418,0.0032688833
158145,0.0014731099,0.2791978,0.7193291
589873,0.5029212,0.4938168,0.003262034
818158,0.02426596,0.71411294,0.26162115
858851,0.0007996038,0.0653752,0.9338252
424589,0.43133235,0.5225812,0.046086457
762852,0.0034520177,0.834411,0.16213691
870345,0.00031452833,0.20776673,0.7919188
634026,0.0001518528,0.008842789,0.9910054
1018649,0.0011158858,0.12959795,0.8692862
520532,0.0046047466,0.32461196,0.6707833
940151,0.0073813205,0.64439535,0.34822327
749772,0.0006836354,0.42992428,0.5693921
898810,0.002199962,0.6269844,0.37081563
